"sbid"	"file_size_bytes"	"phone_id"	"response_reason"	"response_status"	"signal_bars"	"signal_dbm"	"time_date"	"time_download"	"time_epoch"
105	1024	0	"OK"	200	0	0	2007-06-02 03:50:06	0.93	1180781407
106	10240	0	"OK"	200	0	0	2007-06-02 03:50:10	1.67	1180781410.04
107	51200	0	"OK"	200	0	0	2007-06-02 03:50:15	4.13	1180781415.5
108	102400	0	"OK"	200	0	0	2007-06-02 03:50:23	6.92	1180781423.68
109	1024	0	"OK"	200	0	0	2007-06-02 03:50:25	0.95	1180781425.98
110	10240	0	"OK"	200	0	0	2007-06-02 03:50:29	2	1180781429.26
111	51200	0	"OK"	200	0	0	2007-06-02 03:50:36	5.82	1180781436.42
112	102400	0	"OK"	200	0	0	2007-06-02 03:50:44	6.83	1180781444.58
113	1024	0	"OK"	200	0	0	2007-06-02 03:50:46	0.81	1180781446.78
114	10240	0	"OK"	200	0	0	2007-06-02 03:50:49	1.6	1180781449.74
115	51200	0	"OK"	200	0	0	2007-06-02 03:50:55	4.31	1180781455.35
116	102400	0	"OK"	200	0	0	2007-06-02 03:51:03	6.4	1180781463.04
117	1024	0	"OK"	200	0	0	2007-06-02 03:51:05	0.84	1180781465.11
118	10240	0	"OK"	200	0	0	2007-06-02 03:51:08	2.24	1180781468.7
119	51200	0	"OK"	200	0	0	2007-06-02 03:51:14	4.04	1180781474.04
120	102400	0	"OK"	200	0	0	2007-06-02 03:51:21	6.52	1180781481.87
121	1024	0	"OK"	200	0	0	2007-06-02 03:51:23	0.81	1180781483.92
122	10240	0	"OK"	200	0	0	2007-06-02 03:51:26	1.62	1180781486.78
123	51200	0	"OK"	200	0	0	2007-06-02 03:51:32	4.1	1180781492.14
124	102400	0	"OK"	200	0	0	2007-06-02 03:51:40	6.84	1180781500.24
125	1024	0	"OK"	200	0	0	2007-06-02 03:51:42	0.73	1180781502.23
126	10240	0	"OK"	200	0	0	2007-06-02 03:51:45	1.66	1180781505.14
127	51200	0	"OK"	200	0	0	2007-06-02 03:51:50	4.19	1180781510.61
128	102400	0	"OK"	200	0	0	2007-06-02 03:51:58	6.39	1180781518.24
129	1024	0	"OK"	200	0	0	2007-06-02 03:52:00	0.75	1180781520.43
130	10240	0	"OK"	200	0	0	2007-06-02 03:52:03	1.62	1180781523.4
131	51200	0	"OK"	200	0	0	2007-06-02 03:52:08	4.07	1180781528.72
132	102400	0	"OK"	200	0	0	2007-06-02 03:52:16	6.68	1180781536.69
133	1024	0	"OK"	200	0	0	2007-06-02 03:52:18	0.75	1180781538.8
134	10240	0	"OK"	200	0	0	2007-06-02 03:52:21	1.62	1180781541.65
135	51200	0	"OK"	200	0	0	2007-06-02 03:52:26	4.08	1180781546.98
136	102400	0	"OK"	200	0	0	2007-06-02 03:52:34	6.44	1180781554.67
137	1024	0	"OK"	200	0	0	2007-06-02 03:52:36	0.8	1180781556.76
138	10240	0	"OK"	200	0	0	2007-06-02 03:52:39	1.6	1180781559.64
139	51200	0	"OK"	200	0	0	2007-06-02 03:52:45	4.13	1180781565.12
140	102400	0	"OK"	200	0	0	2007-06-02 03:52:52	6.5	1180781572.96
141	1024	0	"OK"	200	0	0	2007-06-02 03:52:55	0.81	1180781575.02
142	10240	0	"OK"	200	0	0	2007-06-02 03:52:57	1.64	1180781577.93
143	51200	0	"OK"	200	0	0	2007-06-02 03:53:03	4.34	1180781583.54
144	102400	0	"OK"	200	0	0	2007-06-02 03:53:11	6.66	1180781591.42
145	1024	0	"OK"	200	0	0	2007-06-02 03:53:13	0.81	1180781593.5
146	10240	0	"OK"	200	0	0	2007-06-02 03:53:16	1.62	1180781596.4
147	51200	0	"OK"	200	0	0	2007-06-02 03:53:21	4.18	1180781601.84
148	102400	0	"OK"	200	0	0	2007-06-02 03:53:29	6.46	1180781609.6
149	1024	0	"OK"	200	0	0	2007-06-02 03:53:31	0.81	1180781611.73
150	10240	0	"OK"	200	0	0	2007-06-02 03:53:34	1.61	1180781614.64
151	51200	0	"OK"	200	0	0	2007-06-02 03:53:39	4.08	1180781619.98
152	102400	0	"OK"	200	0	0	2007-06-02 03:53:47	6.36	1180781627.64
153	1024	0	"OK"	200	0	0	2007-06-02 03:53:49	0.77	1180781629.72
154	10240	0	"OK"	200	0	0	2007-06-02 03:53:52	1.63	1180781632.65
155	51200	0	"OK"	200	0	0	2007-06-02 03:53:58	4.3	1180781638.24
156	102400	0	"OK"	200	0	0	2007-06-02 03:54:05	6.34	1180781645.97
157	1024	0	"OK"	200	0	0	2007-06-02 03:54:07	0.8	1180781647.97
158	10240	0	"OK"	200	0	0	2007-06-02 03:54:10	1.64	1180781650.94
159	51200	0	"OK"	200	0	0	2007-06-02 03:54:16	4.16	1180781656.38
160	102400	0	"OK"	200	0	0	2007-06-02 03:54:24	6.6	1180781664.6
161	1024	0	"OK"	200	0	0	2007-06-02 03:54:26	0.75	1180781666.59
162	10240	0	"OK"	200	0	0	2007-06-02 03:54:29	1.62	1180781669.52
163	51200	0	"OK"	200	0	0	2007-06-02 03:54:34	4.16	1180781674.97
164	102400	0	"OK"	200	0	0	2007-06-02 03:54:43	6.88	1180781683.66
165	1024	0	"OK"	200	0	0	2007-06-02 03:54:45	0.79	1180781685.76
166	10240	0	"OK"	200	0	0	2007-06-02 03:54:48	1.6	1180781688.59
167	51200	0	"OK"	200	0	0	2007-06-02 03:54:53	4.06	1180781693.92
168	102400	0	"OK"	200	0	0	2007-06-02 03:55:02	7.08	1180781702.27
169	1024	0	"OK"	200	0	0	2007-06-02 03:55:04	0.81	1180781704.32
170	10240	0	"OK"	200	0	0	2007-06-02 03:55:07	1.62	1180781707.22
171	51200	0	"OK"	200	0	0	2007-06-02 03:55:12	4.21	1180781712.74
172	102400	0	"OK"	200	0	0	2007-06-02 03:55:20	6.6	1180781720.72
173	1024	0	"OK"	200	0	0	2007-06-02 03:55:23	0.97	1180781723.19
174	10240	0	"OK"	200	0	0	2007-06-02 03:55:26	1.74	1180781726.68
175	51200	0	"OK"	200	0	0	2007-06-02 03:55:32	4.14	1180781732.21
176	102400	0	"OK"	200	0	0	2007-06-02 03:55:40	6.56	1180781740.2
177	1024	0	"OK"	200	0	0	2007-06-02 03:55:42	0.86	1180781742.43
178	10240	0	"OK"	200	0	0	2007-06-02 03:55:45	1.66	1180781745.47
179	51200	0	"OK"	200	0	0	2007-06-02 03:55:51	4.46	1180781751.27
180	102400	0	"OK"	200	0	0	2007-06-02 03:55:59	6.68	1180781759.23
181	1024	0	"OK"	200	0	0	2007-06-02 03:56:01	0.82	1180781761.37
182	10240	0	"OK"	200	0	0	2007-06-02 03:56:04	1.62	1180781764.23
183	51200	0	"OK"	200	0	0	2007-06-02 03:56:09	4.16	1180781769.66
184	102400	0	"OK"	200	0	0	2007-06-02 03:56:17	6.64	1180781777.63
185	1024	0	"OK"	200	0	0	2007-06-02 03:56:19	0.83	1180781779.79
186	10240	0	"OK"	200	0	0	2007-06-02 03:56:22	1.66	1180781782.76
187	51200	0	"OK"	200	0	0	2007-06-02 03:56:28	4.08	1180781788.14
188	102400	0	"OK"	200	0	0	2007-06-02 03:56:35	6.56	1180781795.98
189	1024	0	"OK"	200	0	0	2007-06-02 03:56:38	0.76	1180781798.03
190	10240	0	"OK"	200	0	0	2007-06-02 03:56:40	1.61	1180781800.89
191	51200	0	"OK"	200	0	0	2007-06-02 03:56:46	4.12	1180781806.3
192	102400	0	"OK"	200	0	0	2007-06-02 03:56:54	6.5	1180781814.61
193	1024	0	"OK"	200	0	0	2007-06-02 03:56:56	0.77	1180781816.94
194	10240	0	"OK"	200	0	0	2007-06-02 03:56:59	1.63	1180781819.93
195	51200	0	"OK"	200	0	0	2007-06-02 03:57:05	4.12	1180781825.4
196	102400	0	"OK"	200	0	0	2007-06-02 03:57:13	6.5	1180781833.16
197	1024	0	"OK"	200	0	0	2007-06-02 03:57:15	0.85	1180781835.29
198	10240	0	"OK"	200	0	0	2007-06-02 03:57:18	1.8	1180781838.74
199	51200	0	"OK"	200	0	0	2007-06-02 03:57:24	4.12	1180781844.3
200	102400	0	"OK"	200	0	0	2007-06-02 03:57:32	6.5	1180781852.15
201	1024	0	"OK"	200	0	0	2007-06-02 03:57:34	0.81	1180781854.25
202	10240	0	"OK"	200	0	0	2007-06-02 03:57:37	1.63	1180781857.28
203	51200	0	"OK"	200	0	0	2007-06-02 03:57:42	4.46	1180781862.99
204	102400	0	"OK"	200	0	0	2007-06-02 03:57:50	6.64	1180781870.95
205	1024	0	"OK"	200	0	0	2007-06-02 03:57:53	0.83	1180781873.05
206	10240	0	"OK"	200	0	0	2007-06-02 03:57:56	1.66	1180781876.01
207	51200	0	"OK"	200	0	0	2007-06-02 03:58:01	4.29	1180781881.72
208	102400	0	"OK"	200	0	0	2007-06-02 03:58:09	6.72	1180781889.75
209	1024	0	"OK"	200	0	0	2007-06-02 03:58:11	0.8	1180781891.95
210	10240	0	"OK"	200	0	0	2007-06-02 03:58:14	1.66	1180781894.89
211	51200	0	"OK"	200	0	0	2007-06-02 03:58:20	4.22	1180781900.74
212	102400	0	"OK"	200	0	0	2007-06-02 03:58:28	6.64	1180781908.87
213	1024	0	"OK"	200	0	0	2007-06-02 03:58:30	0.81	1180781910.99
214	10240	0	"OK"	200	0	0	2007-06-02 03:58:33	1.66	1180781913.92
215	51200	0	"OK"	200	0	0	2007-06-02 03:58:39	4.18	1180781919.4
216	102400	0	"OK"	200	0	0	2007-06-02 03:58:47	6.54	1180781927.2
217	1024	0	"OK"	200	0	0	2007-06-02 03:58:49	0.77	1180781929.37
218	10240	0	"OK"	200	0	0	2007-06-02 03:58:52	1.62	1180781932.27
219	51200	0	"OK"	200	0	0	2007-06-02 03:58:57	4.06	1180781937.59
220	102400	0	"OK"	200	0	0	2007-06-02 03:59:05	6.32	1180781945.17
221	1024	0	"OK"	200	0	0	2007-06-02 03:59:07	0.88	1180781947.3
222	10240	0	"OK"	200	0	0	2007-06-02 03:59:10	1.82	1180781950.8
223	51200	0	"OK"	200	0	0	2007-06-02 03:59:16	4.12	1180781956.18
224	102400	0	"OK"	200	0	0	2007-06-02 03:59:23	6.48	1180781963.93
225	1024	0	"OK"	200	0	0	2007-06-02 03:59:25	0.75	1180781965.99
226	10240	0	"OK"	200	0	0	2007-06-02 03:59:28	1.62	1180781968.91
227	51200	0	"OK"	200	0	0	2007-06-02 03:59:34	4.3	1180781974.47
228	102400	0	"OK"	200	0	0	2007-06-02 03:59:42	6.76	1180781982.56
229	1024	0	"OK"	200	0	0	2007-06-02 03:59:44	0.81	1180781984.63
230	10240	0	"OK"	200	0	0	2007-06-02 03:59:47	1.62	1180781987.49
231	51200	0	"OK"	200	0	0	2007-06-02 03:59:53	4.26	1180781993.01
232	102400	0	"OK"	200	0	0	2007-06-02 04:00:00	6.5	1180782000.81
233	1024	0	"OK"	200	0	0	2007-06-02 04:00:02	0.76	1180782002.83
234	10240	0	"OK"	200	0	0	2007-06-02 04:00:05	1.64	1180782005.73
235	51200	0	"OK"	200	0	0	2007-06-02 04:00:11	4.18	1180782011.24
236	102400	0	"OK"	200	0	0	2007-06-02 04:00:19	6.73	1180782019.25
237	1024	0	"OK"	200	0	0	2007-06-02 04:00:21	0.78	1180782021.23
238	10240	0	"OK"	200	0	0	2007-06-02 04:00:24	1.64	1180782024.14
239	51200	0	"OK"	200	0	0	2007-06-02 04:00:29	4.26	1180782029.65
240	102400	0	"OK"	200	0	0	2007-06-02 04:00:37	6.56	1180782037.51
241	1024	0	"OK"	200	0	0	2007-06-02 04:00:39	0.82	1180782039.69
242	10240	0	"OK"	200	0	0	2007-06-02 04:00:42	1.67	1180782042.81
243	51200	0	"OK"	200	0	0	2007-06-02 04:00:48	4.1	1180782048.15
244	102400	0	"OK"	200	0	0	2007-06-02 04:00:56	6.61	1180782056.03
245	1024	0	"OK"	200	0	0	2007-06-02 04:00:58	0.77	1180782058.08
246	10240	0	"OK"	200	0	0	2007-06-02 04:01:01	1.63	1180782061.03
247	51200	0	"OK"	200	0	0	2007-06-02 04:01:06	4.4	1180782066.74
248	102400	0	"OK"	200	0	0	2007-06-02 04:01:14	6.51	1180782074.49
249	1024	0	"OK"	200	0	0	2007-06-02 04:01:16	0.76	1180782076.79
250	10240	0	"OK"	200	0	0	2007-06-02 04:01:19	1.65	1180782079.67
251	51200	0	"OK"	200	0	0	2007-06-02 04:01:25	4.16	1180782085.11
252	102400	0	"OK"	200	0	0	2007-06-02 04:01:32	6.53	1180782092.97
253	1024	0	"OK"	200	0	0	2007-06-02 04:01:34	0.74	1180782094.99
254	10240	0	"OK"	200	0	0	2007-06-02 04:01:38	1.77	1180782098.03
255	51200	0	"OK"	200	0	0	2007-06-02 04:01:44	4.5	1180782104.01
256	102400	0	"OK"	200	0	0	2007-06-02 04:01:52	7.27	1180782112.63
257	1024	0	"OK"	200	0	0	2007-06-02 04:01:54	0.82	1180782114.74
258	10240	0	"OK"	200	0	0	2007-06-02 04:01:57	1.75	1180782117.75
259	51200	0	"OK"	200	0	0	2007-06-02 04:02:03	4.15	1180782123.17
260	102400	0	"OK"	200	0	0	2007-06-02 04:02:11	6.74	1180782131.17
261	1024	0	"OK"	200	0	0	2007-06-02 04:02:13	0.82	1180782133.36
262	10240	0	"OK"	200	0	0	2007-06-02 04:02:16	1.92	1180782136.57
263	51200	0	"OK"	200	0	0	2007-06-02 04:02:22	4.34	1180782142.16
264	102400	0	"OK"	200	0	0	2007-06-02 04:02:29	6.51	1180782149.95
265	1024	0	"OK"	200	0	0	2007-06-02 04:02:32	1.18	1180782152.37
266	10240	0	"OK"	200	0	0	2007-06-02 04:02:35	1.77	1180782155.44
267	51200	0	"OK"	200	0	0	2007-06-02 04:02:40	4.14	1180782160.83
268	102400	0	"OK"	200	0	0	2007-06-02 04:02:48	6.47	1180782168.51
269	1024	0	"OK"	200	0	0	2007-06-02 04:02:50	0.77	1180782170.53
270	10240	0	"OK"	200	0	0	2007-06-02 04:02:53	1.63	1180782173.43
271	51200	0	"OK"	200	0	0	2007-06-02 04:02:58	4.21	1180782178.97
272	102400	0	"OK"	200	0	0	2007-06-02 04:03:06	6.43	1180782186.65
273	1024	0	"OK"	200	0	0	2007-06-02 04:03:08	0.74	1180782188.64
274	10240	0	"OK"	200	0	0	2007-06-02 04:03:11	1.65	1180782191.55
275	51200	0	"OK"	200	0	0	2007-06-02 04:03:17	4.14	1180782197.05
276	102400	0	"OK"	200	0	0	2007-06-02 04:03:24	6.53	1180782204.83
277	1024	0	"OK"	200	0	0	2007-06-02 04:03:26	0.77	1180782206.86
278	10240	0	"OK"	200	0	0	2007-06-02 04:03:29	1.65	1180782209.8
279	51200	0	"OK"	200	0	0	2007-06-02 04:03:35	4.07	1180782215.17
280	102400	0	"OK"	200	0	0	2007-06-02 04:03:43	6.65	1180782223.07
281	1024	0	"OK"	200	0	0	2007-06-02 04:03:45	0.76	1180782225.06
282	10240	0	"OK"	200	0	0	2007-06-02 04:03:47	1.65	1180782227.99
283	51200	0	"OK"	200	0	0	2007-06-02 04:03:53	4.24	1180782233.51
284	102400	0	"OK"	200	0	0	2007-06-02 04:04:01	6.35	1180782241.13
285	1024	0	"OK"	200	0	0	2007-06-02 04:04:03	0.81	1180782243.11
286	10240	0	"OK"	200	0	0	2007-06-02 04:04:06	1.69	1180782246.04
287	51200	0	"OK"	200	0	0	2007-06-02 04:04:11	4.09	1180782251.39
288	102400	0	"OK"	200	0	0	2007-06-02 04:04:19	6.48	1180782259.09
289	1024	0	"OK"	200	0	0	2007-06-02 04:04:21	0.76	1180782261.09
290	10240	0	"OK"	200	0	0	2007-06-02 04:04:23	1.65	1180782263.99
291	51200	0	"OK"	200	0	0	2007-06-02 04:04:29	4.19	1180782269.53
292	102400	0	"OK"	200	0	0	2007-06-02 04:04:37	7.24	1180782277.99
293	1024	0	"OK"	200	0	0	2007-06-02 04:04:40	0.82	1180782280.12
294	10240	0	"OK"	200	0	0	2007-06-02 04:04:43	1.86	1180782283.57
295	51200	0	"OK"	200	0	0	2007-06-02 04:04:49	4.92	1180782289.99
296	102400	0	"OK"	200	0	0	2007-06-02 04:04:58	6.87	1180782298.41
297	1024	0	"OK"	200	0	0	2007-06-02 04:05:00	0.78	1180782300.44
298	10240	0	"OK"	200	0	0	2007-06-02 04:05:03	1.62	1180782303.33
299	51200	0	"OK"	200	0	0	2007-06-02 04:05:08	4.13	1180782308.71
300	102400	0	"OK"	200	0	0	2007-06-02 04:05:16	6.58	1180782316.59
301	1024	0	"OK"	200	0	0	2007-06-02 04:05:18	0.81	1180782318.78
302	10240	0	"OK"	200	0	0	2007-06-02 04:05:21	1.7	1180782321.78
303	51200	0	"OK"	200	0	0	2007-06-02 04:05:27	4.66	1180782327.75
304	102400	0	"OK"	200	0	0	2007-06-02 04:05:36	6.98	1180782336.04
305	1024	0	"OK"	200	0	0	2007-06-02 04:05:38	0.75	1180782338.07
306	10240	0	"OK"	200	0	0	2007-06-02 04:05:41	1.76	1180782341.13
307	51200	0	"OK"	200	0	0	2007-06-02 04:05:46	4.21	1180782346.59
308	102400	0	"OK"	200	0	0	2007-06-02 04:05:54	6.6	1180782354.53
309	1024	0	"OK"	200	0	0	2007-06-02 04:05:56	0.81	1180782356.62
310	10240	0	"OK"	200	0	0	2007-06-02 04:05:59	1.66	1180782359.59
311	51200	0	"OK"	200	0	0	2007-06-02 04:06:05	4.28	1180782365.13
312	102400	0	"OK"	200	0	0	2007-06-02 04:06:13	6.58	1180782373.07
313	1024	0	"OK"	200	0	0	2007-06-02 04:06:15	0.77	1180782375.15
314	10240	0	"OK"	200	0	0	2007-06-02 04:06:18	1.62	1180782378.02
315	51200	0	"OK"	200	0	0	2007-06-02 04:06:24	4.98	1180782384.37
316	102400	0	"OK"	200	0	0	2007-06-02 04:06:33	7.74	1180782393.79
317	1024	0	"OK"	200	0	0	2007-06-02 04:06:35	0.83	1180782395.93
318	10240	0	"OK"	200	0	0	2007-06-02 04:06:38	1.62	1180782398.82
319	51200	0	"OK"	200	0	0	2007-06-02 04:06:44	4.26	1180782404.39
320	102400	0	"OK"	200	0	0	2007-06-02 04:06:53	7.6	1180782413.22
321	1024	0	"OK"	200	0	0	2007-06-02 04:06:58	4.22	1180782418.76
322	10240	0	"OK"	200	0	0	2007-06-02 04:07:02	1.8	1180782422.19
323	51200	0	"OK"	200	0	0	2007-06-02 04:07:08	4.96	1180782428.49
324	102400	0	"OK"	200	0	0	2007-06-02 04:07:17	7.44	1180782437.53
325	1024	0	"OK"	200	0	0	2007-06-02 04:07:19	0.81	1180782439.98
326	10240	0	"OK"	200	0	0	2007-06-02 04:07:23	1.66	1180782443.05
327	51200	0	"OK"	200	0	0	2007-06-02 04:07:28	4.44	1180782448.85
328	102400	0	"OK"	200	0	0	2007-06-02 04:07:36	6.44	1180782456.59
329	1024	0	"OK"	200	0	0	2007-06-02 04:07:38	0.85	1180782458.85
330	10240	0	"OK"	200	0	0	2007-06-02 04:07:41	1.62	1180782461.74
