"file_size_bytes","phone_id","response_reason","response_status","signal_bars","signal_dbm","time_date","time_download","time_epoch"
1024,2,"OK",200,7,84,2007-05-18 01:57:13,1.28,1179478633
10240,2,"OK",200,7,84,2007-05-18 01:57:17,1.86,1179478637
51200,2,"OK",200,7,84,2007-05-18 01:57:24,5.02,1179478644
102400,2,"OK",200,7,84,2007-05-18 01:57:35,9.36,1179478655
1024,2,"OK",200,7,84,2007-05-18 01:57:39,1.47,1179478659
10240,2,"OK",200,7,84,2007-05-18 01:57:43,1.72,1179478663
51200,2,"OK",200,7,84,2007-05-18 01:57:51,5.63,1179478671
102400,2,"OK",200,7,84,2007-05-18 01:58:00,6.31,1179478680
1024,2,"OK",200,7,84,2007-05-18 01:58:03,1.34,1179478683
10240,2,"OK",200,7,84,2007-05-18 01:58:08,2.09,1179478688
51200,2,"OK",200,7,84,2007-05-18 01:58:15,4.83,1179478695
102400,2,"OK",200,7,84,2007-05-18 01:58:23,6.41,1179478703
1024,2,"OK",200,7,84,2007-05-18 01:58:27,1.5,1179478707
10240,2,"OK",200,7,84,2007-05-18 01:58:31,1.92,1179478711
51200,2,"OK",200,7,84,2007-05-18 01:58:39,5.5,1179478719
102400,2,"OK",200,7,84,2007-05-18 01:58:49,6.91,1179478729
1024,2,"OK",200,7,84,2007-05-18 01:58:53,1.45,1179478733
10240,2,"OK",200,7,84,2007-05-18 01:58:57,2.08,1179478737
51200,2,"OK",200,7,84,2007-05-18 01:59:04,4.52,1179478744
102400,2,"OK",200,7,84,2007-05-18 01:59:14,6.91,1179478754
1024,2,"OK",200,7,84,2007-05-18 01:59:18,1.39,1179478758
10240,2,"OK",200,7,84,2007-05-18 01:59:22,1.77,1179478762
51200,2,"OK",200,7,84,2007-05-18 01:59:31,5.81,1179478771
102400,2,"OK",200,7,84,2007-05-18 01:59:42,8.83,1179478782
1024,2,"OK",200,7,84,2007-05-18 01:59:46,1.23,1179478786
10240,2,"OK",200,7,84,2007-05-18 01:59:50,2.05,1179478790
51200,2,"OK",200,7,84,2007-05-18 01:59:57,4.63,1179478797
102400,2,"OK",200,7,84,2007-05-18 02:00:06,7.47,1179478806
1024,2,"OK",200,7,84,2007-05-18 02:00:10,1.3,1179478810
10240,2,"OK",200,7,84,2007-05-18 02:00:14,1.69,1179478814
51200,2,"OK",200,7,84,2007-05-18 02:00:21,4.94,1179478821
102400,2,"OK",200,7,84,2007-05-18 02:00:31,7.5,1179478831
1024,2,"OK",200,7,84,2007-05-18 02:00:35,1.39,1179478835
10240,2,"OK",200,7,84,2007-05-18 02:00:39,2.08,1179478839
51200,2,"OK",200,7,84,2007-05-18 02:00:46,4.64,1179478846
102400,2,"OK",200,7,84,2007-05-18 02:00:55,6.45,1179478855
1024,2,"OK",200,7,84,2007-05-18 02:00:59,1.44,1179478859
10240,2,"OK",200,7,84,2007-05-18 02:01:03,2.14,1179478863
51200,2,"OK",200,7,84,2007-05-18 02:01:11,5.97,1179478871
102400,2,"OK",200,7,84,2007-05-18 02:01:21,7.86,1179478881
1024,2,"OK",200,7,84,2007-05-18 02:01:25,1.42,1179478885
10240,2,"OK",200,7,84,2007-05-18 02:01:30,2.45,1179478890
51200,2,"OK",200,7,84,2007-05-18 02:01:37,4.73,1179478897
102400,2,"OK",200,7,84,2007-05-18 02:01:47,7.56,1179478907
1024,2,"OK",200,7,84,2007-05-18 02:01:51,1.39,1179478911
10240,2,"OK",200,7,84,2007-05-18 02:01:55,1.86,1179478915
51200,2,"OK",200,7,84,2007-05-18 02:02:02,5.38,1179478922
102400,2,"OK",200,7,84,2007-05-18 02:02:15,9.48,1179478935
1024,2,"OK",200,7,84,2007-05-18 02:02:19,1.34,1179478939
10240,2,"OK",200,7,84,2007-05-18 02:02:23,2.03,1179478943
51200,2,"OK",200,7,84,2007-05-18 02:02:29,4.56,1179478949
102400,2,"OK",200,7,84,2007-05-18 02:02:40,8.17,1179478960
1024,2,"OK",200,7,84,2007-05-18 02:02:44,1.63,1179478964
10240,2,"OK",200,7,84,2007-05-18 02:02:49,1.98,1179478969
51200,2,"OK",200,7,84,2007-05-18 02:02:56,4.27,1179478976
102400,2,"OK",200,7,84,2007-05-18 02:03:08,10.28,1179478988
1024,2,"OK",200,7,84,2007-05-18 02:03:12,1.31,1179478992
10240,2,"OK",200,7,84,2007-05-18 02:03:16,1.77,1179478996
51200,2,"OK",200,7,84,2007-05-18 02:03:22,4.11,1179479002
102400,2,"OK",200,7,84,2007-05-18 02:03:31,6.91,1179479011
1024,2,"OK",200,7,84,2007-05-18 02:03:35,1.59,1179479015
10240,2,"OK",200,7,84,2007-05-18 02:03:42,2.28,1179479022
51200,2,"OK",200,7,84,2007-05-18 02:03:50,5.33,1179479030
102400,2,"OK",200,7,84,2007-05-18 02:04:02,9.5,1179479042
1024,2,"OK",200,7,84,2007-05-18 02:04:05,1.34,1179479045
10240,2,"OK",200,7,84,2007-05-18 02:04:10,2.03,1179479050
51200,2,"OK",200,7,84,2007-05-18 02:04:16,4.56,1179479056
102400,2,"OK",200,7,84,2007-05-18 02:04:25,6.72,1179479065
1024,2,"OK",200,7,84,2007-05-18 02:04:29,1.38,1179479069
10240,2,"OK",200,7,84,2007-05-18 02:04:33,1.81,1179479073
51200,2,"OK",200,7,84,2007-05-18 02:04:40,4.47,1179479080
102400,2,"OK",200,7,84,2007-05-18 02:04:52,10.45,1179479092
1024,2,"OK",200,7,84,2007-05-18 02:04:58,2.11,1179479098
10240,2,"OK",200,7,84,2007-05-18 02:05:02,1.94,1179479102
51200,2,"OK",200,7,84,2007-05-18 02:05:08,4.17,1179479108
102400,2,"OK",200,7,84,2007-05-18 02:05:17,6.66,1179479117
1024,2,"OK",200,7,84,2007-05-18 02:05:21,1.28,1179479121
10240,2,"OK",200,7,84,2007-05-18 02:05:25,2.25,1179479125
51200,2,"OK",200,7,84,2007-05-18 02:05:32,4.56,1179479132
102400,2,"OK",200,7,84,2007-05-18 02:05:45,10.33,1179479145
1024,2,"OK",200,7,84,2007-05-18 02:05:49,1.38,1179479149
10240,2,"OK",200,7,84,2007-05-18 02:05:53,2,1179479153
51200,2,"OK",200,7,84,2007-05-18 02:05:59,4.2,1179479159
102400,2,"OK",200,7,84,2007-05-18 02:06:09,7.02,1179479169
1024,2,"OK",200,7,84,2007-05-18 02:06:12,1.34,1179479172
10240,2,"OK",200,7,84,2007-05-18 02:06:17,2.47,1179479177
51200,2,"OK",200,7,84,2007-05-18 02:06:24,4.73,1179479184
102400,2,"OK",200,7,84,2007-05-18 02:06:37,10.14,1179479197
1024,2,"OK",200,7,84,2007-05-18 02:06:40,1.23,1179479200
10240,2,"OK",200,7,84,2007-05-18 02:06:44,2.09,1179479204
51200,2,"OK",200,7,84,2007-05-18 02:06:51,4.19,1179479211
102400,2,"OK",200,7,84,2007-05-18 02:07:01,7.11,1179479221
1024,2,"OK",200,7,84,2007-05-18 02:07:04,1.47,1179479224
10240,2,"OK",200,7,84,2007-05-18 02:07:09,1.98,1179479229
51200,2,"OK",200,7,84,2007-05-18 02:07:16,4.22,1179479236
102400,2,"OK",200,7,84,2007-05-18 02:07:28,9.95,1179479248
1024,2,"OK",200,7,84,2007-05-18 02:07:32,1.56,1179479252
10240,2,"OK",200,7,84,2007-05-18 02:07:36,2.09,1179479256
51200,2,"OK",200,7,84,2007-05-18 02:07:43,4.56,1179479263
102400,2,"OK",200,7,84,2007-05-18 02:07:52,7.44,1179479272
1024,2,"OK",200,7,84,2007-05-18 02:07:56,1.45,1179479276
10240,2,"OK",200,7,84,2007-05-18 02:08:01,2.28,1179479281
51200,2,"OK",200,7,84,2007-05-18 02:08:07,4.02,1179479287
102400,2,"OK",200,7,84,2007-05-18 02:08:20,10.22,1179479300
1024,2,"OK",200,7,84,2007-05-18 02:08:24,1.67,1179479304
10240,2,"OK",200,7,84,2007-05-18 02:08:28,1.94,1179479308
51200,2,"OK",200,7,84,2007-05-18 02:08:35,4.44,1179479315
102400,2,"OK",200,7,84,2007-05-18 02:08:45,7.16,1179479325
1024,2,"OK",200,7,84,2007-05-18 02:08:49,1.44,1179479329
10240,2,"OK",200,7,84,2007-05-18 02:08:54,2.38,1179479334
51200,2,"OK",200,7,84,2007-05-18 02:09:01,4.63,1179479341
102400,2,"OK",200,7,84,2007-05-18 02:09:14,10.67,1179479354
1024,2,"OK",200,7,84,2007-05-18 02:09:17,1.36,1179479357
10240,2,"OK",200,7,84,2007-05-18 02:09:21,1.67,1179479361
51200,2,"OK",200,7,84,2007-05-18 02:09:28,4.66,1179479368
102400,2,"OK",200,7,84,2007-05-18 02:09:37,6.58,1179479377
1024,2,"OK",200,7,84,2007-05-18 02:09:42,1.58,1179479382
10240,2,"OK",200,7,84,2007-05-18 02:09:46,2.47,1179479386
51200,2,"OK",200,7,84,2007-05-18 02:09:53,4.45,1179479393
102400,2,"OK",200,7,84,2007-05-18 02:10:05,9.58,1179479405
1024,2,"OK",200,7,84,2007-05-18 02:10:09,1.33,1179479409
10240,2,"OK",200,7,84,2007-05-18 02:10:13,2,1179479413
51200,2,"OK",200,7,84,2007-05-18 02:10:20,4.05,1179479420
102400,2,"OK",200,7,84,2007-05-18 02:10:29,7,1179479429
1024,2,"OK",200,7,84,2007-05-18 02:10:33,1.41,1179479433
10240,2,"OK",200,7,84,2007-05-18 02:10:37,2.13,1179479437
51200,2,"OK",200,7,84,2007-05-18 02:10:44,4.45,1179479444
102400,2,"OK",200,7,84,2007-05-18 02:10:56,10,1179479456
1024,2,"OK",200,7,84,2007-05-18 02:11:00,1.38,1179479460
10240,2,"OK",200,7,84,2007-05-18 02:11:04,2.14,1179479464
51200,2,"OK",200,7,84,2007-05-18 02:11:11,4,1179479471
102400,2,"OK",200,7,84,2007-05-18 02:11:20,6.88,1179479480
1024,2,"OK",200,7,84,2007-05-18 02:11:24,1.25,1179479484
10240,2,"OK",200,7,84,2007-05-18 02:11:28,1.75,1179479488
51200,2,"OK",200,7,84,2007-05-18 02:11:34,4.08,1179479494
102400,2,"OK",200,7,84,2007-05-18 02:11:46,8.94,1179479506
1024,2,"OK",200,7,84,2007-05-18 02:11:49,1.45,1179479509
10240,2,"OK",200,7,84,2007-05-18 02:11:53,1.67,1179479513
51200,2,"OK",200,7,84,2007-05-18 02:12:00,3.92,1179479520
102400,2,"OK",200,7,84,2007-05-18 02:12:08,6.73,1179479528
1024,2,"OK",200,7,84,2007-05-18 02:12:13,1.69,1179479533
10240,2,"OK",200,7,84,2007-05-18 02:12:17,1.69,1179479537
51200,2,"OK",200,7,84,2007-05-18 02:12:26,6.89,1179479546
102400,2,"OK",200,7,84,2007-05-18 02:12:38,9.8,1179479558
1024,2,"OK",200,7,84,2007-05-18 02:12:42,1.5,1179479562
10240,2,"OK",200,7,84,2007-05-18 02:12:46,1.91,1179479566
51200,2,"OK",200,7,84,2007-05-18 02:12:52,3.98,1179479572
102400,2,"OK",200,7,84,2007-05-18 02:13:01,6.77,1179479581
1024,2,"OK",200,7,84,2007-05-18 02:13:05,1.41,1179479585
10240,2,"OK",200,7,84,2007-05-18 02:13:09,1.72,1179479589
51200,2,"OK",200,7,84,2007-05-18 02:13:16,4.56,1179479596
102400,2,"OK",200,7,84,2007-05-18 02:13:28,8.86,1179479608
1024,2,"OK",200,7,84,2007-05-18 02:13:33,1.8,1179479613
10240,2,"OK",200,7,84,2007-05-18 02:13:37,2.03,1179479617
51200,2,"OK",200,7,84,2007-05-18 02:13:45,5.48,1179479625
102400,2,"OK",200,7,84,2007-05-18 02:13:55,7.28,1179479635
1024,2,"OK",200,7,84,2007-05-18 02:13:59,1.61,1179479639
10240,2,"OK",200,7,84,2007-05-18 02:14:04,2.28,1179479644
51200,2,"OK",200,7,84,2007-05-18 02:14:11,4.19,1179479651
102400,2,"OK",200,7,84,2007-05-18 02:14:23,9.95,1179479663
1024,2,"OK",200,7,84,2007-05-18 02:14:27,1.38,1179479667
10240,2,"OK",200,7,84,2007-05-18 02:14:31,2.16,1179479671
51200,2,"OK",200,7,84,2007-05-18 02:14:41,6.48,1179479681
102400,2,"OK",200,7,84,2007-05-18 02:14:51,8.28,1179479691
1024,2,"OK",200,7,84,2007-05-18 02:14:55,1.36,1179479695
10240,2,"OK",200,7,84,2007-05-18 02:15:00,1.78,1179479700
51200,2,"OK",200,7,84,2007-05-18 02:15:07,4.48,1179479707
102400,2,"OK",200,7,84,2007-05-18 02:15:16,7.19,1179479716
1024,2,"OK",200,7,84,2007-05-18 02:15:20,1.36,1179479720
10240,2,"OK",200,7,84,2007-05-18 02:15:25,2.34,1179479725
51200,2,"OK",200,7,84,2007-05-18 02:15:32,5.02,1179479732
102400,2,"OK",200,7,84,2007-05-18 02:15:41,6.31,1179479741
1024,2,"OK",200,7,84,2007-05-18 02:15:45,1.5,1179479745
10240,2,"OK",200,7,84,2007-05-18 02:15:50,1.92,1179479750
51200,2,"OK",200,7,84,2007-05-18 02:15:58,5.8,1179479758
102400,2,"OK",200,7,84,2007-05-18 02:16:08,6.83,1179479768
1024,2,"OK",200,7,84,2007-05-18 02:16:12,1.52,1179479772
10240,2,"OK",200,7,84,2007-05-18 02:16:16,1.94,1179479776
51200,2,"OK",200,7,84,2007-05-18 02:16:23,4.63,1179479783
102400,2,"OK",200,7,84,2007-05-18 02:16:32,6.45,1179479792
1024,2,"OK",200,7,84,2007-05-18 02:16:37,1.39,1179479797
10240,2,"OK",200,7,84,2007-05-18 02:16:42,2.17,1179479802
51200,2,"OK",200,7,84,2007-05-18 02:16:51,6.47,1179479811
102400,2,"OK",200,7,84,2007-05-18 02:17:01,7.61,1179479821
1024,2,"OK",200,7,84,2007-05-18 02:17:07,2.63,1179479827
10240,2,"OK",200,7,84,2007-05-18 02:17:11,1.84,1179479831
51200,2,"OK",200,7,84,2007-05-18 02:17:17,4.05,1179479837
102400,2,"OK",200,7,84,2007-05-18 02:17:28,8.66,1179479848
1024,2,"OK",200,7,84,2007-05-18 02:17:32,1.48,1179479852
10240,2,"OK",200,7,84,2007-05-18 02:17:37,2.3,1179479857
51200,2,"OK",200,7,84,2007-05-18 02:17:45,5.44,1179479865
102400,2,"OK",200,7,84,2007-05-18 02:17:55,7.13,1179479875
1024,2,"OK",200,7,84,2007-05-18 02:17:59,1.44,1179479879
10240,2,"OK",200,7,84,2007-05-18 02:18:03,2.02,1179479883
51200,2,"OK",200,7,84,2007-05-18 02:18:10,4.38,1179479890
102400,2,"OK",200,7,84,2007-05-18 02:18:20,7.34,1179479900
1024,2,"OK",200,7,84,2007-05-18 02:18:24,1.36,1179479904
10240,2,"OK",200,7,84,2007-05-18 02:18:28,2.11,1179479908
51200,2,"OK",200,7,84,2007-05-18 02:18:35,4.33,1179479915
102400,2,"OK",200,7,84,2007-05-18 02:18:44,6.38,1179479924
1024,2,"OK",200,7,84,2007-05-18 02:18:48,1.47,1179479928
10240,2,"OK",200,7,84,2007-05-18 02:18:53,2.38,1179479933
51200,2,"OK",200,7,84,2007-05-18 02:19:00,4.38,1179479940
102400,2,"OK",200,7,84,2007-05-18 02:19:11,8.38,1179479951
1024,2,"OK",200,7,84,2007-05-18 02:19:15,1.47,1179479955
10240,2,"OK",200,7,84,2007-05-18 02:19:19,2.3,1179479959
51200,2,"OK",200,7,84,2007-05-18 02:19:26,4.2,1179479966
102400,2,"OK",200,7,84,2007-05-18 02:19:34,6.45,1179479974
1024,2,"OK",200,7,84,2007-05-18 02:19:38,1.63,1179479978
10240,2,"OK",200,7,84,2007-05-18 02:19:43,1.98,1179479983
51200,2,"OK",200,7,84,2007-05-18 02:19:49,4.06,1179479989
102400,2,"OK",200,7,84,2007-05-18 02:20:00,7.94,1179480000
1024,2,"OK",200,7,84,2007-05-18 02:20:04,1.5,1179480004
10240,2,"OK",200,7,84,2007-05-18 02:20:09,2.63,1179480009
51200,2,"OK",200,7,84,2007-05-18 02:20:17,4.67,1179480017
102400,2,"OK",200,7,84,2007-05-18 02:20:25,6.17,1179480025
1024,2,"OK",200,7,84,2007-05-18 02:20:30,1.58,1179480030
10240,2,"OK",200,7,84,2007-05-18 02:20:34,2.05,1179480034
51200,2,"OK",200,7,84,2007-05-18 02:20:41,4.67,1179480041
102400,2,"OK",200,7,84,2007-05-18 02:20:51,7.22,1179480051
1024,2,"OK",200,7,84,2007-05-18 02:20:56,1.69,1179480056
10240,2,"OK",200,7,84,2007-05-18 02:21:00,2.42,1179480060
51200,2,"OK",200,7,84,2007-05-18 02:21:07,4.05,1179480067
102400,2,"OK",200,7,84,2007-05-18 02:21:16,7.3,1179480076
1024,2,"OK",200,7,84,2007-05-18 02:21:20,1.31,1179480080
10240,2,"OK",200,7,84,2007-05-18 02:21:24,1.84,1179480084
51200,2,"OK",200,7,84,2007-05-18 02:21:31,4,1179480091
102400,2,"OK",200,7,84,2007-05-18 02:21:43,9.59,1179480103
1024,2,"OK",200,7,84,2007-05-18 02:21:47,1.67,1179480107
10240,2,"OK",200,7,84,2007-05-18 02:21:52,1.92,1179480112
51200,2,"OK",200,7,84,2007-05-18 02:21:59,4.14,1179480119
102400,2,"OK",200,7,84,2007-05-18 02:22:07,6.09,1179480127
1024,2,"OK",200,7,84,2007-05-18 02:22:11,1.5,1179480131
10240,2,"OK",200,7,84,2007-05-18 02:22:15,1.52,1179480135
51200,2,"OK",200,7,84,2007-05-18 02:22:21,3.75,1179480141
102400,2,"OK",200,7,84,2007-05-18 02:22:34,9.98,1179480154
1024,2,"OK",200,7,84,2007-05-18 02:22:37,1.39,1179480157
10240,2,"OK",200,7,84,2007-05-18 02:22:42,2.3,1179480162
51200,2,"OK",200,7,84,2007-05-18 02:22:49,4.33,1179480169
102400,2,"OK",200,7,84,2007-05-18 02:23:04,9.83,1179480184
1024,2,"OK",200,7,84,2007-05-18 02:23:08,1.56,1179480188
10240,2,"OK",200,7,84,2007-05-18 02:23:13,2.05,1179480193
51200,2,"OK",200,7,84,2007-05-18 02:23:20,5.38,1179480200
102400,2,"OK",200,7,84,2007-05-18 02:23:29,6.64,1179480209
1024,2,"OK",200,7,84,2007-05-18 02:23:34,1.69,1179480214
10240,2,"OK",200,7,84,2007-05-18 02:23:39,2.31,1179480219
51200,2,"OK",200,7,84,2007-05-18 02:23:46,4.3,1179480226
